,thirds,thirds_inv,triads,triads_inv,tetrads,tetrads_inv,root,mirex,majmin,majmin_inv,sevenths,sevenths_inv,underseg,overseg,seg,Expanded L-Precision,Expanded L-Recall,Expanded L-Measure,ref_name,est_name
TRAQZSN149E30ECF47,0.8059024887743711,0.7836740996954064,0.8059024887743711,0.7836740996954064,0.5748270135445077,0.5525986244655428,0.8059024887743711,0.8059024887743711,0.8059024887743711,0.7836740996954064,0.5748270135445077,0.5525986244655428,0.7564477097978077,0.9206941948648467,0.7564477097978077,0.6665365854713877,0.6361492139791323,0.6509884810517019,Reference,Estimate
TRARMNB149E3DECF43,0.7311773615921835,0.7285237662150109,0.723879974304959,0.723879974304959,0.5029019164484807,0.5029019164484807,0.9152352573292728,0.7396760582979643,0.7643073720124741,0.7643073720124741,0.5309880861255123,0.5309880861255123,0.8317465694618937,0.8587718689607209,0.8317465694618937,0.8135249319919686,0.7889826624272127,0.8010658658083647,Reference,Estimate
TRATELE149E33C7DFD,0.8398195322350043,0.8188730474199262,0.8398195322350043,0.8188730474199262,0.8398195322350043,0.8188730474199262,0.8398195322350043,0.8398195322350043,0.8398195322350043,0.8188730474199262,0.8398195322350043,0.8188730474199262,0.9531596117020912,0.8147992546810607,0.8147992546810607,0.693335760980254,0.6860018269303861,0.68964929670203,Reference,Estimate
TRATLJQ149E33D7D2A,0.8846275467163012,0.8635895255800599,0.8787067155663866,0.8635895255800599,0.8568117900884491,0.8416946001021224,0.8888893427600594,0.8957538997414194,0.9026308821403837,0.8871021029799255,0.8801398330241721,0.8646110538637138,0.8760031127569534,0.9220058001277869,0.8760031127569534,0.7977979069694058,0.7587188355129073,0.7777677970686402,Reference,Estimate
TRATRSK149E2CC934D,0.48068655860573595,0.4229107063640988,0.3826369522961697,0.36329567978784155,0.29986413981555526,0.2875820727126725,0.5241325525969271,0.6988375736235115,0.48256474715515574,0.45732510292096734,0.4629115963670417,0.4502133556262594,0.8344206748706473,0.7424428646282599,0.7424428646282599,0.4340922038935955,0.3874831701364066,0.4094655916257961,Reference,Estimate
TRAUSXP149E3BBA300,0.806737655784509,0.806737655784509,0.806737655784509,0.806737655784509,0.806737655784509,0.806737655784509,0.806737655784509,0.8272796748959629,0.8082727943462364,0.8082727943462364,0.8082727943462364,0.8082727943462364,0.808291550156598,0.8849925659263039,0.808291550156598,0.6772194174887491,0.6589384880944277,0.6679538955741278,Reference,Estimate
TRAVBNX149E3F1BDEB,0.7564792260181714,0.7564792260181714,0.7423526287558426,0.7423526287558426,0.7172594811424043,0.7172594811424043,0.8778318003705119,0.8510089663870501,0.8063359337668149,0.8063359337668149,0.7840989055049662,0.7840989055049662,0.9195824501748407,0.8918454934298775,0.8918454934298775,0.8558037547069128,0.7869704848324715,0.8199450412029694,Reference,Estimate
TRAVDXB127FA694101,0.9129544541626162,0.9129544541626162,0.9042496922578542,0.9042496922578542,0.4934602202785867,0.4934602202785867,0.9251188100637067,0.9042852175790939,0.9121900898014594,0.9121900898014594,0.497793393244544,0.497793393244544,0.5262091566785427,0.9067130439477367,0.5262091566785427,0.7924206172435178,0.6756251243895228,0.7293768346733163,Reference,Estimate
TRAVJKH149E37C05B8,0.8208091926271297,0.8102244349935097,0.7946491531177945,0.7840643954841745,0.5441611872110883,0.5441611872110883,0.844158047763949,0.8131626485774741,0.8096974067752396,0.7985007521530044,0.5837092076184854,0.5837092076184854,0.870876924140965,0.8111308177407661,0.8111308177407661,0.7062058551559505,0.7265545526142644,0.7162357032812365,Reference,Estimate
TRAWUJT149E3DFAE74,0.5543532222599098,0.5479008791371518,0.5430443977480279,0.53659205462527,0.0856210637693578,0.0825308036095917,0.783516772979937,0.5718853433811739,0.5499910129294665,0.5434487671394388,0.08681405085341073,0.0836807330592885,0.8320580668977586,0.7758335367427871,0.7758335367427871,0.5760065046390207,0.622296170184991,0.5982572673321437,Reference,Estimate
TRAWVNL127FA2C9CD6,0.6372851115129575,0.566514516777173,0.6300816398289253,0.5639610278710621,0.42494580785900704,0.38221103504692877,0.6794820101036172,0.7139579063692966,0.6859709019890867,0.6139852846377849,0.4626391894115025,0.4161137730223511,0.824249784724014,0.7962074184104004,0.7962074184104004,0.49809951135143643,0.5017374824922175,0.4999118784259608,Reference,Estimate
TRAXCRW149E2CC259A,0.8088426197510067,0.7337255558508605,0.8088426197510067,0.7337255558508605,0.7582791790537474,0.6831621151536011,0.8276883235571301,0.8088426197510067,0.8088426197510067,0.7337255558508605,0.7582791790537474,0.6831621151536011,0.802519450526008,0.8572760263577521,0.802519450526008,0.6487403272053639,0.6509891038847293,0.6498627701414755,Reference,Estimate
TRAXWBI149E3D6BC67,0.9152323052755974,0.9152323052755974,0.9152323052755974,0.9152323052755974,0.5069571554946353,0.5069571554946353,0.9596396379249965,0.9292512527539081,0.9152323052755974,0.9152323052755974,0.5069571554946353,0.5069571554946353,0.8567070391200977,0.7423575542931362,0.7423575542931362,0.6821012533527979,0.81012980745129,0.7406233143856725,Reference,Estimate
TRAYBJG149E34B0C9E,0.6090246406913995,0.6090246406913995,0.4735535107074077,0.4735535107074077,0.4735535107074077,0.4735535107074077,0.8317073724729134,0.6071027535296463,0.6039045397561464,0.6039045397561464,0.6039045397561464,0.6039045397561464,0.8130002621799348,0.8499441042849939,0.8130002621799348,0.6890725884962469,0.7049768104159266,0.6969339766039885,Reference,Estimate
TRAYVUZ149E3840C6F,0.9317890898657364,0.9311070645527368,0.9317890898657364,0.9311070645527368,0.7224146268062107,0.7217326014932113,0.9317890898657364,0.9320087383768361,0.9317890898657364,0.9311070645527368,0.7224146268062107,0.7217326014932113,0.970070654624876,0.8196225343695277,0.8196225343695277,0.8591952829185284,0.8700373577695553,0.8645823311096528,Reference,Estimate
TRAYYLG149E379CC85,0.5573517126407109,0.5573045520062587,0.5449639705167232,0.544916809882271,0.405610384031601,0.405610384031601,0.6789017128698334,0.5818290109151548,0.5559976855188399,0.5559494915955219,0.41359086383041455,0.41359086383041455,0.7900237385492082,0.7698551578356254,0.7698551578356254,0.4428753330265475,0.45287145908515636,0.4478176199497807,Reference,Estimate
